fix,speed,lat,lon,sats
69571,51.54640907,27.20910883,-82.456901,9
69572,51.6418906,27.209306,-82.45697333,9
69573,51.7891464,27.20950667,-82.45703483,9
69574,52.03769986,27.20971083,-82.457085,9
69575,52.243564,27.20991783,-82.4571235,9
69576,52.19942584,27.21012633,-82.457148,9
69577,52.44818926,27.21033667,-82.45716067,9
69578,52.62926735,27.210548,-82.4571645,9
69579,52.91403087,27.2107605,-82.45716567,9
69580,53.0390129,27.2109735,-82.45716733,9
69581,52.8751538,27.21118583,-82.45717017,9
69582,53.17262657,27.21139933,-82.45717483,9
69583,53.51406952,27.21161417,-82.4571815,9
69584,53.60225234,27.21182933,-82.45718883,9
69585,53.52335876,27.21204417,-82.45719683,9
69586,53.64060243,27.2122595,-82.45720383,9
69587,53.64313005,27.21247483,-82.45721117,9
69588,53.83068372,27.21269067,-82.457225,9
69589,54.06441984,27.212907,-82.45724583,9
69590,54.6687797,27.21312483,-82.45727667,9
69591,55.26366879,27.213344,-82.457316,9
69592,56.06665151,27.21356533,-82.4573625,9
69593,55.89104983,27.21378433,-82.45741783,9
69594,56.03480152,27.2140015,-82.45748417,9
69595,56.22201349,27.21421717,-82.45755933,9
69596,55.68933638,27.21442733,-82.45764533,9
69597,55.77326973,27.21463417,-82.457742,9
69598,55.42821301,27.21483617,-82.45784717,9
69599,55.32946351,27.21503367,-82.45796167,7
69600,55.01983168,27.21522883,-82.45807817,8
69601,55.2951456,27.2154215,-82.45820233,9
69602,54.99764842,27.21561033,-82.45833117,9
69603,54.59142745,27.21579417,-82.4584655,9
69604,53.78196588,27.21597567,-82.45859717,9
69605,52.80972455,27.21615367,-82.45872683,9
69606,51.70311604,27.216328,-82.45885367,9
69607,51.2853417,27.21650033,-82.4589805,9
69608,50.66515602,27.21667133,-82.4591045,9
69609,50.64061899,27.21684183,-82.45922917,9
69610,50.38651959,27.2170115,-82.45935317,9
69611,50.189248,27.21717983,-82.45947783,9
69612,49.87806177,27.21734667,-82.4596025,9
69613,49.59955968,27.21751333,-82.45972517,9
69614,49.36528261,27.21768117,-82.45984383,9
69615,49.25392031,27.21785267,-82.45995467,9
69616,49.27456195,27.218028,-82.46005783,9
69617,49.70923848,27.21820867,-82.46015333,9
69618,49.69287031,27.21839367,-82.4602375,9
69619,49.48233145,27.21858133,-82.460311,9
69620,49.24474348,27.218771,-82.460374,9
69621,49.39457082,27.21896383,-82.46042633,9
69622,49.19332155,27.219158,-82.46046733,9
69623,48.84989641,27.2193525,-82.46049617,9
69624,48.78092125,27.2195475,-82.46051733,9
69625,48.15476068,27.2197405,-82.46053117,9
69626,46.3318643,27.2199265,-82.460537,9
69627,43.8661091,27.22010267,-82.46053683,9
69628,42.12539211,27.22027183,-82.460535,9
69629,40.80767575,27.22043567,-82.4605305,9
69630,39.21960209,27.22059317,-82.460529,9
69631,37.18474581,27.2207425,-82.46052883,9
69632,34.86182851,27.2208825,-82.46052733,9
69633,32.99423339,27.221015,-82.460526,9
69634,31.20541866,27.22114017,-82.460519,9
69635,29.28602742,27.22125617,-82.46049717,9
69636,27.77966742,27.2213615,-82.46045583,9
69637,26.19887738,27.22145767,-82.46040783,9
69638,24.23081251,27.22154967,-82.46037217,9
69639,21.74888771,27.221637,-82.4603705,9
69640,18.73102221,27.221707,-82.4604015,9
69641,16.90072071,27.22175467,-82.46045583,9
69642,16.28792408,27.2217785,-82.46052433,9
69643,16.43432913,27.221781,-82.4605985,9
69644,17.64512658,27.2217665,-82.4606765,9
69645,19.79845765,27.22174183,-82.4607615,9
69646,22.43826544,27.22171433,-82.460858,9
69647,24.86870775,27.22168967,-82.46096683,9
69648,26.84977455,27.22167317,-82.46108667,9
69649,28.55386832,27.2216635,-82.46121517,9
69650,30.13185336,27.22165933,-82.46135117,9
69651,31.40608938,27.2216595,-82.461493,9
69652,32.73638947,27.221661,-82.46164083,9
69653,33.77134367,27.22166317,-82.46179333,9
69654,34.78525608,27.22166817,-82.46195033,9
69655,35.85184267,27.22167617,-82.462112,9
69656,36.8520539,27.22168867,-82.46227783,9
69657,37.85926661,27.2217075,-82.4624475,9
69658,38.89327748,27.22173367,-82.46262067,9
69659,39.80694376,27.22176833,-82.46279617,9
69660,40.66788883,27.221813,-82.46297283,9
69661,41.43306244,27.22186567,-82.46315033,9
69662,42.35916679,27.221928,-82.46332833,9
69663,42.86033806,27.221999,-82.46350467,8
69664,43.39218615,27.22207917,-82.46367867,7
69665,43.65024499,27.22216967,-82.4638475,9
69666,43.86868478,27.22226917,-82.464011,9
69667,44.07937819,27.22237667,-82.46416917,9
69668,44.30131314,27.22249167,-82.46432183,8
69669,44.48913817,27.22261267,-82.46446967,7
69670,44.62303192,27.22273983,-82.46461167,7
69671,44.93892791,27.2228695,-82.46475283,8
69672,45.37430067,27.22300017,-82.46489567,8
69673,45.49466372,27.2231325,-82.46503733,7
69674,45.60380899,27.223266,-82.46517833,8
69675,45.54430763,27.2234,-82.46531833,8
69676,45.46932445,27.22353233,-82.46545983,8
69677,45.33992374,27.22366367,-82.46560167,8
69678,45.10957379,27.223794,-82.46574317,9
69679,45.1130803,27.2239245,-82.4658845,9
69680,45.15213448,27.2240545,-82.46602667,9
69681,45.19865498,27.22418533,-82.46616817,9
69682,45.55075737,27.22431583,-82.46631233,9
69683,45.80060183,27.22444583,-82.46645867,8
69684,45.88686422,27.22457283,-82.46660883,8
69685,45.80553549,27.22469483,-82.46676367,9
69686,45.41810596,27.22480767,-82.46692483,8
69687,45.45988072,27.22491133,-82.46709383,8
69688,44.86746603,27.22500467,-82.46726717,9
69689,44.58858258,27.225087,-82.467446,9
69690,44.39303438,27.22515883,-82.4676295,9
69691,43.8815609,27.22521967,-82.4678155,9
69692,42.47370954,27.22527033,-82.46799867,9
69693,40.48856989,27.22531117,-82.46817567,9
69694,38.78389246,27.22534283,-82.46834717,9
69695,37.96655402,27.22536683,-82.4685165,9
69696,37.45178838,27.225383,-82.46868467,9
69697,36.97326802,27.22539217,-82.46885133,9
69698,36.65715433,27.22539617,-82.46901683,9
69699,35.98396362,27.22539833,-82.46917933,9
69700,32.99491828,27.22540017,-82.46932833,9
69701,27.34513499,27.22540083,-82.46945183,9
69702,21.07127731,27.2254015,-82.469547,9
69703,15.09252674,27.22540217,-82.46961517,9
69704,10.14889708,27.22540133,-82.469661,9
69705,5.876156652,27.22539967,-82.4696875,8
69706,3.563689404,27.22540117,-82.4697035,9
69707,3.808896767,27.2254025,-82.46972067,9
69708,6.75961971,27.22540383,-82.46975117,9
69709,10.87756049,27.22540683,-82.46980017,9
69710,15.24596604,27.22540833,-82.469869,9
69711,18.86086654,27.22540983,-82.46995417,9
69712,22.14223849,27.225411,-82.47005417,9
69713,24.96484184,27.225415,-82.47016683,9
69714,27.30130136,27.22542017,-82.47029,9
69715,29.42459104,27.22542367,-82.47042283,9
69716,31.36937183,27.225425,-82.4705645,9
69717,32.99217864,27.225426,-82.4707135,9
69718,34.50543801,27.22542717,-82.47086933,9
69719,36.09932928,27.22543033,-82.47103233,9
69720,37.50906566,27.22543467,-82.47120167,9
69721,38.68705072,27.22543867,-82.47137633,9
69722,39.612321,27.22544317,-82.47155517,9
69723,40.43160114,27.22544867,-82.47173767,9
69724,41.30578841,27.22545267,-82.47192417,9
69725,41.97007524,27.22545667,-82.47211367,9
69726,42.8123324,27.22545933,-82.472307,9
69727,43.36874485,27.22546267,-82.47250283,9
69728,43.96490677,27.22546717,-82.47270133,9
69729,44.51909634,27.22547167,-82.47290233,9
69730,45.11909084,27.2254775,-82.473106,9
69731,45.47876622,27.22548617,-82.47331117,9
69732,45.69934452,27.2254975,-82.47351717,9
69733,45.92772059,27.22550933,-82.47372417,9
69734,46.310399,27.22551967,-82.473933,9
69735,46.7851907,27.22552633,-82.47414417,9
69736,47.20114418,27.22552833,-82.47435733,9
69737,47.53176162,27.22552683,-82.474572,9
69738,48.05282088,27.22552383,-82.474789,9
69739,48.43923745,27.22551783,-82.47500767,9
69740,48.75450898,27.22550967,-82.47522767,9
69741,49.20296726,27.225498,-82.4754495,9
69742,49.18551174,27.225483,-82.475671,9
69743,49.56993671,27.22546717,-82.47589417,9
69744,49.84180395,27.2254525,-82.47611867,9
69745,50.12166516,27.22543867,-82.4763445,9
69746,50.44030921,27.2254235,-82.47657167,9
69747,50.32908062,27.22540833,-82.47679833,9
69748,50.67942664,27.22539417,-82.47702667,9
69749,51.08446346,27.22538,-82.47725683,9
69750,51.26595049,27.225366,-82.47748783,9
69751,51.50737719,27.225353,-82.47772,10
69752,51.62044454,27.22533983,-82.47795267,10
69753,51.90508296,27.22532733,-82.47818667,10
69754,51.80005374,27.22531717,-82.47842033,10
69755,51.90072913,27.22531217,-82.47865467,10
69756,51.84976213,27.2253105,-82.47888883,10
69757,50.26258499,27.2253115,-82.47911583,10
69758,47.71634246,27.22531283,-82.47933133,10
69759,44.98516656,27.22531417,-82.4795345,10
69760,42.29189523,27.22531567,-82.4797255,10
69761,39.55980292,27.225316,-82.47990417,10
69762,36.97632384,27.2253155,-82.48007117,10
69763,34.43004199,27.22531483,-82.48022667,10
69764,31.99490235,27.225314,-82.48037117,10
69765,29.30222694,27.225313,-82.4805035,10
69766,26.42218683,27.22531283,-82.48062283,10
69767,23.54305172,27.22531317,-82.48072917,10
69768,20.92383736,27.225313,-82.48082367,10
69769,18.60148637,27.22531417,-82.48090767,10
69770,16.21561947,27.225317,-82.48098083,10
69771,13.14464419,27.22532117,-82.48104,10
69772,11.07316019,27.225332,-82.4810885,10
69773,11.73692062,27.22535517,-82.48113467,10
69774,15.01145618,27.22540117,-82.4811785,10
69775,18.04653444,27.22546633,-82.48121417,10
69776,20.86976772,27.22554783,-82.48123617,10
69777,23.4873148,27.22564183,-82.481245,10
69778,25.31718565,27.2257435,-82.48124667,10
69779,27.6826964,27.22585467,-82.48124517,10
69780,29.01548274,27.22597117,-82.4812425,10
69781,30.98595117,27.2260955,-82.48123667,10
69782,32.72050892,27.22622683,-82.48123167,10
69783,33.88290528,27.22636283,-82.4812265,10
69784,35.21140362,27.22650417,-82.48122117,10
69785,36.07114894,27.226649,-82.48121783,10
69786,37.02029966,27.22679767,-82.48121633,10
69787,37.88969555,27.22694983,-82.48121633,10
69788,38.60577347,27.22710483,-82.48122033,10
69789,39.0243664,27.22726133,-82.48122967,10
69790,40.24224591,27.22742183,-82.481251,10
69791,40.80546065,27.22758367,-82.48128,10
69792,41.52676554,27.22774667,-82.48131967,10
69793,42.08352915,27.22791083,-82.48136483,10
69794,42.77484002,27.22807483,-82.48142233,10
69795,43.2915595,27.22823917,-82.48148617,10
69796,43.9052431,27.22840233,-82.48156133,10
69797,44.42610941,27.2285645,-82.481645,10
69798,44.66858578,27.228724,-82.48173733,10
69799,44.80143884,27.22888067,-82.48183683,10
69800,45.2446282,27.22903583,-82.48194317,10
69801,46.01030678,27.229191,-82.482056,10
69802,46.12558106,27.22934633,-82.4821695,10
69803,46.44390779,27.229503,-82.48228333,10
69804,46.93324013,27.229662,-82.48239717,10
69805,47.15612,27.22982417,-82.48250717,10
69806,47.02655547,27.22998917,-82.4826105,10
69807,47.16282845,27.23015617,-82.482711,10
69808,46.66670353,27.230325,-82.4828025,10
69809,46.70832918,27.23049783,-82.4828845,10
69810,46.59498162,27.23067467,-82.48295333,10
69811,46.70252318,27.230853,-82.48301867,10
69812,46.53334834,27.231033,-82.48307517,10
69813,46.11235144,27.23121317,-82.48312333,10
69814,45.52892381,27.23139267,-82.4831625,10
69815,45.25311814,27.2315725,-82.483192,10
69816,44.81555969,27.23175183,-82.48320917,10
69817,44.29621195,27.2319295,-82.48321933,9
69818,44.01216872,27.23210617,-82.48322567,10
69819,43.67457003,27.2322815,-82.483231,10
69820,43.71542631,27.232457,-82.48323633,10
69821,42.40928401,27.23262717,-82.48324433,10
69822,40.56050403,27.23278967,-82.483257,10
69823,38.51552501,27.23294383,-82.48327117,10
69824,36.24613735,27.2330885,-82.48328933,10
69825,34.34132241,27.2332255,-82.48330717,10
69826,33.44118353,27.23335917,-82.48332183,10
69827,33.11182614,27.23349167,-82.4833345,10
69828,32.30977059,27.23362117,-82.48334367,9
69829,30.57925716,27.23374383,-82.48335033,10
69830,28.5126856,27.23385833,-82.48334867,10
69831,26.55782392,27.23396483,-82.48334217,10
69832,25.14882047,27.23406533,-82.48333083,10
69833,24.15983095,27.23416133,-82.483315,10
69834,23.15983466,27.23425333,-82.48329967,10
69835,21.49912644,27.23433933,-82.483291,10
69836,20.41103548,27.23442033,-82.48330517,10
69837,20.05813181,27.2344905,-82.48334967,9
69838,21.15903455,27.23454317,-82.48342467,10
69839,23.11686285,27.23457717,-82.48352183,10
69840,25.60739651,27.23460167,-82.48363417,9
69841,27.03011996,27.23461817,-82.48375483,9
69842,29.11655249,27.23463483,-82.483885,10
69843,31.65692355,27.23465767,-82.48402567,10
69844,33.02367084,27.23468183,-82.48417233,10
69845,34.52049745,27.23471,-82.484325,10
69846,35.62801542,27.23474683,-82.4844805,10
69847,36.53736544,27.23478667,-82.48463933,10
69848,37.21694066,27.2348325,-82.48479933,10
69849,38.0966796,27.2348865,-82.48496033,10
69850,38.89908721,27.23494733,-82.48512217,10
69851,39.57179688,27.23501383,-82.4852845,10
69852,40.20516714,27.2350865,-82.48544667,10
69853,40.87960115,27.23516767,-82.48560717,10
69854,41.31180587,27.23525617,-82.485765,10
69855,41.67560163,27.23534983,-82.485921,10
69856,42.00021611,27.2354475,-82.48607567,10
69857,42.39116334,27.23554683,-82.48623117,10
69858,42.88563808,27.23564933,-82.48638683,10
69859,43.02032024,27.23575333,-82.486542,9
69860,43.06337154,27.23585683,-82.48669783,9
69861,42.84610024,27.23595967,-82.486853,9
69862,42.67964132,27.2360585,-82.4870105,10
69863,42.83396799,27.236153,-82.48717217,9
69864,43.09589398,27.236246,-82.48733633,9
69865,42.5661836,27.2363325,-82.48750217,9
69866,42.05667201,27.23641133,-82.48767017,8
69867,42.33622105,27.2364825,-82.48784383,10
69868,42.28922351,27.2365485,-82.48801983,10
69869,42.56034349,27.2366085,-82.48819983,10
69870,42.68705327,27.23666067,-82.4883835,10
69871,42.52900557,27.2367045,-82.48856917,10
69872,42.45135804,27.23674017,-82.48875667,10
69873,42.28227626,27.23676833,-82.488945,9
69874,42.184359,27.236786,-82.4891345,10
69875,42.71457214,27.236795,-82.48932717,10
69876,43.02662312,27.236797,-82.4895215,10
69877,43.54139264,27.23679567,-82.48971817,10
69878,43.76605577,27.23679333,-82.48991583,10
69879,43.72576361,27.23679283,-82.49011333,10
69880,43.90936043,27.236793,-82.49031167,10
69881,44.35382129,27.236794,-82.490512,10
69882,44.46424232,27.23679517,-82.49071283,10
69883,44.42661806,27.236796,-82.4909135,10
69884,44.68527722,27.236795,-82.49111533,10
69885,44.76258352,27.23679267,-82.4913175,10
69886,44.7302625,27.23678917,-82.4915195,10
69887,44.77066012,27.236785,-82.49172167,10
69888,44.9147845,27.2367815,-82.4919245,10
69889,44.91277196,27.2367785,-82.49212733,10
69890,45.20515404,27.236776,-82.4923315,10
69891,45.46336021,27.23677367,-82.49253683,10
69892,45.53686449,27.23677133,-82.4927425,10
69893,45.75815044,27.236769,-82.49294917,10
69894,45.94051149,27.23676767,-82.49315667,10
69895,46.27232241,27.23676633,-82.49336567,10
69896,46.60371045,27.23676583,-82.49357617,10
69897,46.71510194,27.23676483,-82.49378717,10
69898,46.93612895,27.23676467,-82.49399917,10
69899,47.19396235,27.236765,-82.49421233,10
69900,46.93516603,27.236765,-82.49442433,10
69901,46.90241496,27.2367625,-82.49463617,10
69902,47.12544062,27.2367595,-82.494849,10
69903,47.01406004,27.23675667,-82.49506133,10
69904,46.34795675,27.23675467,-82.49527067,10
69905,43.87538083,27.23675283,-82.49546883,10
69906,41.21706583,27.23675167,-82.495655,10
69907,39.44825625,27.23674967,-82.49583317,10
69908,35.4161749,27.23674383,-82.495993,9
69909,35.22038727,27.23672867,-82.49615117,9
69910,33.00929769,27.23670483,-82.49629783,10
69911,30.79722033,27.23667817,-82.49643367,10
69912,28.51427065,27.23664883,-82.49655817,10
69913,25.94405047,27.23661867,-82.49667033,10
69914,23.02282776,27.23659083,-82.4967695,10
69915,19.33651472,27.236573,-82.4968545,10
69916,16.42745255,27.236563,-82.49692783,10
69917,13.57262261,27.2365595,-82.496989,10
69918,10.73957316,27.23655867,-82.4970375,10
69919,8.834721316,27.23656067,-82.49707733,10
69920,7.455885699,27.236561,-82.497111,10
69921,6.531797061,27.23656083,-82.4971405,10
69922,8.005432523,27.23656017,-82.49717667,10
69923,9.385396082,27.23655817,-82.497219,10
69924,11.59356945,27.23655983,-82.49727133,10
69925,13.40172238,27.23656167,-82.49733183,10
69926,15.23855321,27.2365575,-82.4974005,10
69927,16.92477108,27.23653883,-82.497474,9
69928,18.16634678,27.236498,-82.497542,10
69929,19.98816005,27.23643333,-82.4975955,9
69930,21.36416247,27.2363515,-82.4976245,10
69931,22.01737717,27.236264,-82.49763883,10
69932,20.85351948,27.23618033,-82.497643,10
69933,19.3084467,27.23610283,-82.49764017,10
69934,18.69237661,27.236028,-82.4976335,10
69935,17.43771909,27.23595817,-82.49762767,10
69936,15.6063297,27.2358955,-82.49762633,10
69937,14.44373746,27.2358375,-82.497627,10
69938,13.49246862,27.23578333,-82.49762833,10
69939,14.94204914,27.23572333,-82.49762717,10
69940,17.31286508,27.23565383,-82.49762483,10
69941,19.88274072,27.235574,-82.49762683,9
69942,21.25280994,27.23548867,-82.49762867,9
69943,21.12376145,27.23540383,-82.497629,10
69944,19.63225931,27.235325,-82.49762783,10
69945,17.8450597,27.23525333,-82.49762833,10
69946,15.83488494,27.23519,-82.49763483,10
69947,15.62224936,27.2351315,-82.49766033,10
69948,13.07396892,27.23509233,-82.49769967,10
69949,12.0934703,27.23506417,-82.49774417,10
69950,16.25598286,27.23505483,-82.49781683,10
69951,19.08123212,27.23505333,-82.497903,10
69952,21.0154365,27.235057,-82.49799783,10
69953,22.69860208,27.23505917,-82.49810033,10
69954,24.11770392,27.23506333,-82.49820917,10
69955,24.70277471,27.23506717,-82.49832067,10
69956,25.21881055,27.23507083,-82.4984345,10
69957,24.13643612,27.23507283,-82.4985435,10
69958,22.66273384,27.23507517,-82.49864583,10
69959,21.53483406,27.23507917,-82.498743,10
69960,20.93247555,27.23508483,-82.49883733,10
69961,20.02091922,27.23509633,-82.49892683,10
69962,18.66939293,27.23511867,-82.49900733,10
69963,17.13838735,27.23515183,-82.49907517,10
69964,14.7211247,27.23518733,-82.49912833,10
69965,11.4207559,27.23521883,-82.49916583,10
69966,8.666868268,27.2352455,-82.499191,10
69967,8.994420786,27.2352775,-82.49920983,10
69968,12.3266635,27.23532567,-82.49922267,10
69969,15.33611406,27.235387,-82.499229,10
69970,17.40529127,27.23545683,-82.4992325,10
69971,18.34336623,27.2355305,-82.4992335,10
69972,17.13970584,27.23559933,-82.49923367,10
69973,15.1895378,27.23566033,-82.49923467,10
69974,13.67876399,27.23571383,-82.49924867,10
69975,12.96113298,27.235756,-82.499283,10
69976,13.83971548,27.235781,-82.49933883,10
69977,15.0144666,27.23579283,-82.49940533,10
69978,15.9995699,27.23579833,-82.49947733,9
69979,15.75763416,27.23579783,-82.4995485,9
69980,14.90874024,27.2357875,-82.49961483,9
69981,13.1291627,27.23576817,-82.49967,9
69982,11.57601377,27.235744,-82.49971467,9
